term,idx,tf,df
diarrhea due,10626,1,1
due chronic,12244,1,1
chronic irritable,6735,1,1
syndrome thuogh,40765,1,1
thuogh clinical,42264,1,1
clinical study,7051,1,1
complete woman,7551,1,1
woman find,46160,1,1
find medication,16033,1,1
buning,5730,1,1
ahat,1445,1,1
none want,28322,1,1
want see,45058,1,1
wrinkle side,46800,1,1
ffects buning,15884,1,1
buning redness,5731,1,1
redness severe,33999,1,1
severe wait,36733,1,1
wait sure,44928,1,1
sure ahat,40259,1,1
ahat else,1446,1,1
say discontinue,35927,1,1
tollerable,42771,1,1
15mg,49,1,1
disorient,11142,1,1
conclusion medication,7766,1,1
medication definately,25495,1,1
definately lessen,9983,1,1
lessen amount,23183,1,1
amount migraine,2347,1,1
headache encounter,18945,1,1
encounter emergency,13468,1,1
emergency hospital,13365,1,1
hospital visit,19885,1,1
visit almost,44807,1,1
go visit,17990,1,1
visit occur,44815,1,1
month horrible,26729,1,1
horrible painful,19854,1,1
painful headache,30138,1,1
headache tollerable,19006,1,1
tollerable migraine,42772,1,1
migraine go,26135,1,1
hospital pain,19879,1,1
relief tolerable,34748,1,1
tolerable get,42745,1,1
get dose,17464,1,1
dose 15mg,11503,1,1
15mg night,50,1,1
effect memory,12820,1,1
memory difficulty,25790,1,1
difficulty beginning,10816,1,1
beginning drive,4534,1,1
drive doctor,11792,1,1
office become,29027,1,1
become disorient,4317,1,1
disorient rather,11143,1,1
rather panic,33478,1,1
panic laugh,30215,1,1
laugh pull,22766,1,1
pull think,33001,1,1
go definately,17845,1,1
definately positive,9985,1,1
positive influence,31503,1,1
influence migraine,21374,1,1
migraine seem,26169,1,1
seem sort,36340,1,1
sort effect,38502,1,1
effect eat,12759,1,1
eat though,12605,1,1
though loose,42089,1,1
loose bit,24331,1,1
bit weight,5051,1,1
weight need,45486,1,1
need loose,27730,1,1
loose able,24329,1,1
drozy,11859,1,1
trazodone seem,43042,1,1
asleep faster,3302,1,1
faster sleep,15307,1,1
sleep longer,37695,1,1
longer hard,24236,1,1
night insomia,28141,1,1
insomia type,21567,1,1
type effect,43727,1,1
would toss,46730,1,1
turn would,43607,1,1
time relaxing,42529,1,1
relaxing would,34633,1,1
would think,46724,1,1
make hard,24928,1,1
hard fall,18817,1,1
asleep start,3321,1,1
mg would,26053,1,1
make drozy,24902,1,1
drozy morning,11860,1,1
morning change,26962,1,1
mg enable,26014,1,1
enable get,13442,1,1
sleep side,37744,1,1
walk hip,44997,1,1
hip mobile,19642,1,1
ceasation,6282,1,1
maigrain,24772,1,1
symptomps,40723,1,1
ceasation maigrain,6283,1,1
maigrain drug,24773,1,1
drug provide,12064,1,1
provide relive,32872,1,1
relive within,34837,1,1
half administer,18628,1,1
administer prevents,1169,1,1
prevents symptomps,32222,1,1
decrease high,9857,1,1
pressure approximately,32014,1,1
approximately normal,3069,1,1
elimating,13242,1,1
drug assist,11885,1,1
year provide,47055,1,1
provide body,32850,1,1
body appropriate,5288,1,1
appropriate estrogen,3049,1,1
estrogen keep,13989,1,1
keep bone,22237,1,1
bone healthy,5343,1,1
healthy also,19089,1,1
assist elimating,3361,1,1
elimating hot,13243,1,1
flash cause,16301,1,1
cause menapausal,6232,1,1
menapausal system,25815,1,1
therapy assist,41734,1,1
feel healthy,15480,1,1
healthy strong,19106,1,1
strong replace,39763,1,1
replace need,35020,1,1
need hormone,27721,1,1
hormone body,19829,1,1
pain ability,29828,1,1
ability move,292,1,1
move good,27121,1,1
good ease,18072,1,1
ease comfort,12441,1,1
regimine,34444,1,1
achiness,640,1,1
prophylactic,32773,1,1
daily itchy,9275,1,1
throat cough,42197,1,1
spell stop,38627,1,1
stop longer,39513,1,1
carry cough,6103,1,1
cough drop,8521,1,1
drop daily,11819,1,1
daily attack,9250,1,1
attack visit,3548,1,1
visit child,44809,1,1
dog take,11379,1,1
medication cat,25477,1,1
cat cause,6149,1,1
sever asthma,36601,1,1
asthma itchy,3436,1,1
congestion take,7893,1,1
take regimine,41164,1,1
regimine singular,34445,1,1
singular every,37260,1,1
day prevent,9615,1,1
prevent symptom,32188,1,1
symptom upon,40710,1,1
upon interaction,44061,1,1
interaction cat,21727,1,1
cat prior,6152,1,1
singular exposure,37261,1,1
exposure home,14762,1,1
home dog,19733,1,1
dog cause,11377,1,1
symptom similar,40691,1,1
similar flu,37132,1,1
flu achiness,16418,1,1
achiness rhinitis,641,1,1
rhinitis sneeze,35507,1,1
nose singular,28520,1,1
singular symptom,37265,1,1
free doctor,16868,1,1
doctor advise,11281,1,1
advise risk,1229,1,1
risk take,35627,1,1
term plan,41590,1,1
plan continue,31258,1,1
continue prophylactic,8173,1,1
prophylactic effect,32774,1,1
drug day,11918,1,1
stop able,39437,1,1
month long,26743,1,1
long headache,24164,1,1
disappear energy,10944,1,1
self brain,36406,1,1
function much,17116,1,1
improve dizziness,20688,1,1
dizziness memory,11229,1,1
libido vaginal,23434,1,1
vaginal moisture,44546,1,1
moisture return,26630,1,1
degrade,10034,1,1
harm,18845,1,1
dermotologist,10424,1,1
olive,29147,1,1
sunburn,40170,1,1
roc,35647,1,1
first minor,16192,1,1
minor improvement,26407,1,1
skin begin,37426,1,1
begin degrade,4477,1,1
degrade area,10035,1,1
become thinner,4381,1,1
thinner appearance,42028,1,1
appearance dry,2947,1,1
dry seem,12188,1,1
seem harm,36300,1,1
harm skin,18846,1,1
skin point,37528,1,1
point dermotologist,31385,1,1
dermotologist say,10425,1,1
say skin,35964,1,1
may sensitive,25293,1,1
sensitive feel,36476,1,1
feel sensitive,15555,1,1
may pale,25288,1,1
pale color,30168,1,1
color skin,7258,1,1
skin olive,37521,1,1
olive tone,29148,1,1
tone sunburn,42799,1,1
sunburn easily,40171,1,1
easily switch,12487,1,1
switch roc,40526,1,1
roc similar,35648,1,1
similar result,37139,1,1
sunday,40172,1,1
first baby,16147,1,1
slow period,37909,1,1
period lot,30809,1,1
lot heavy,24491,1,1
bleeding severe,5124,1,1
cramping day,8814,1,1
period cramp,30779,1,1
cramp usually,8810,1,1
usually first,44474,1,1
day keep,9551,1,1
almost easy,1756,1,1
easy mark,12531,1,1
mark calendar,25170,1,1
calendar third,5819,1,1
third sunday,42043,1,1
sunday insertion,40173,1,1
insertion come,21550,1,1
proventil,32841,1,1
routinely,35744,1,1
use inhaler,44288,1,1
inhaler greatly,21417,1,1
time wake,42585,1,1
wake asthma,44939,1,1
morning breathing,26961,1,1
easy instead,12525,1,1
instead tight,21644,1,1
tight breathing,42331,1,1
breathing use,5625,1,1
inhaler specifically,21423,1,1
specifically proventil,38602,1,1
proventil cut,32842,1,1
cut several,9125,1,1
night usually,28200,1,1
usually use,44502,1,1
inhaler occassionally,21419,1,1
occassionally instead,28938,1,1
instead routinely,21640,1,1
routinely life,35745,1,1
change advair,6399,1,1
advair highly,1196,1,1
try benefit,43455,1,1
minimized,26379,1,1
level affect,23272,1,1
affect help,1253,1,1
refreshed minimized,34393,1,1
minimized angry,26380,1,1
angry generally,2414,1,1
generally emotional,17355,1,1
outburst child,29606,1,1
child husband,6580,1,1
misuse,26532,1,1
eye infection,14919,1,1
away two,3811,1,1
day eye,9516,1,1
eye swell,14945,1,1
swell shut,40454,1,1
shut try,36997,1,1
counter result,8690,1,1
result visit,35336,1,1
doctor hesitate,11312,1,1
hesitate use,19526,1,1
use due,44245,1,1
due misuse,12288,1,1
misuse patient,26533,1,1
patient however,30496,1,1
however symptom,20090,1,1
severe make,36690,1,1
make happen,24927,1,1
feel anxious,15416,1,1
fosinopril,16816,1,1
control dose,8263,1,1
dose former,11536,1,1
use micardis,44316,1,1
micardis insurance,26059,1,1
cover start,8761,1,1
use fosinopril,44262,1,1
fosinopril didnt,16817,1,1
didnt think,10670,1,1
think adverse,41910,1,1
effect someone,12892,1,1
someone point,38274,1,1
point dry,31386,1,1
constant cough,8033,1,1
dose highly,11541,1,1
relief take,34747,1,1
procastination,32480,1,1
head able,18886,1,1
project without,32682,1,1
without procastination,46093,1,1
procastination help,32481,1,1
help short,19414,1,1
memory lessen,25797,1,1
obsessive eating,28868,1,1
eating weight,12623,1,1
symptom interstitial,40632,1,1
cystitis include,9225,1,1
include pain,20925,1,1
pain frequency,29938,1,1
reductio,34237,1,1
furosemide,17166,1,1
dosage apparent,11441,1,1
benefit dosage,4717,1,1
dosage up,11497,1,1
mg dramatic,26012,1,1
dramatic reductio,11682,1,1
reductio edema,34238,1,1
edema mitral,12648,1,1
valve surgery,44596,1,1
take furosemide,41021,1,1
furosemide eventually,17167,1,1
eventually edema,14213,1,1
edema return,12650,1,1
return mg,35436,1,1
dosage help,11463,1,1
help see,19412,1,1
see side,36231,1,1
decrease chest,9824,1,1
chest inflammation,6554,1,1
morning minute,26984,1,1
minute eating,26421,1,1
eating keep,12618,1,1
reflux one,34365,1,1
one daily,29177,1,1
work entire,46273,1,1
even evening,14090,1,1
evening eat,14175,1,1
eat spicy,12601,1,1
food chocolate,16605,1,1
chocolate could,6635,1,1
bed without,4445,1,1
orient,29476,1,1
symptom clinical,40571,1,1
depression prior,10323,1,1
treatment experience,43188,1,1
severe episode,36671,1,1
episode clinical,13807,1,1
depression include,10278,1,1
include acute,20896,1,1
acute symptom,990,1,1
symptom insomnia,40631,1,1
insomnia loss,21583,1,1
apetite loss,2877,1,1
loss interest,24436,1,1
life people,23536,1,1
people suicidal,30674,1,1
ideation take,20400,1,1
normal state,28434,1,1
state thinking,39110,1,1
thinking feeling,42016,1,1
feeling functioning,15629,1,1
functioning include,17149,1,1
include alleviation,20897,1,1
alleviation negative,1670,1,1
return goal,35429,1,1
goal orient,18014,1,1
orient behavior,29477,1,1
behavior general,4554,1,1
would note,46669,1,1
note acne,28548,1,1
acne return,785,1,1
return several,35451,1,1
later second,22743,1,1
second course,36147,1,1
course accutane,8721,1,1
accutane since,579,1,1
since skin,37222,1,1
skin pretty,37532,1,1
pretty clear,32116,1,1
occasional breakout,28914,1,1
allthetime,1737,1,1
throughtout,42241,1,1
fall keep,15168,1,1
tire allthetime,42637,1,1
allthetime give,1738,1,1
energy throughtout,13624,1,1
throughtout day,42242,1,1
tire afternoon,42636,1,1
afternoon without,1311,1,1
eurphoria,14049,1,1
slight eurphoria,37834,1,1
eurphoria high,14050,1,1
high felt,19579,1,1
decreased number,9933,1,1
number spasm,28782,1,1
spasm pain,38566,1,1
associate spasm,3405,1,1
pulled,33002,1,1
gastic,17266,1,1
pulled muscle,33003,1,1
muscle leg,27373,1,1
leg take,22982,1,1
tylenol four,43714,1,1
week along,45259,1,1
along ice,1840,1,1
ice twenty,20373,1,1
minute four,26424,1,1
away gradually,3767,1,1
gradually two,18259,1,1
period take,30835,1,1
tylenol food,43713,1,1
food protect,16635,1,1
protect gastic,32795,1,1
gastic lining,17267,1,1
lining stomach,23908,1,1
stomach also,39377,1,1
also back,1943,1,1
back run,3961,1,1
run jog,35779,1,1
jog injury,22148,1,1
condition completely,7782,1,1
completely augmentin,7560,1,1
antibiotic infection,2543,1,1
infection resistant,21260,1,1
resistant antibiotic,35110,1,1
stop heart,39499,1,1
cerebrovacular,6344,1,1
level time,23364,1,1
time reduce,42527,1,1
severity dietary,36751,1,1
dietary change,10707,1,1
change need,6439,1,1
make effect,24907,1,1
effect reduce,12872,1,1
anxiety potential,2705,1,1
potential risk,31612,1,1
cardiac cerebrovacular,6035,1,1
cerebrovacular problem,6345,1,1
problem event,32405,1,1
day sore,9658,1,1
throat begin,42195,1,1
sweat disappear,40401,1,1
differin help,10785,1,1
number pimple,28778,1,1
acne patient,763,1,1
patient eliminate,30478,1,1
eliminate case,13255,1,1
case reduce,6135,1,1
notice feel,28638,1,1
good menstrual,18126,1,1
cycle regular,9153,1,1
regular skin,34492,1,1
clear well,6993,1,1
felt energetic,15739,1,1
immediate ability,20506,1,1
asleep side,3320,1,1
effect morning,12828,1,1
repellent,35014,1,1
chantix incredibly,6477,1,1
incredibly effective,21085,1,1
effective purpose,13032,1,1
purpose smoke,33035,1,1
cessation user,6377,1,1
user advise,44449,1,1
advise initiative,1223,1,1
initiative must,21499,1,1
part successfully,30299,1,1
successfully quit,39974,1,1
smoking felt,38068,1,1
felt drug,15733,1,1
decrease desire,9831,1,1
desire nicotine,10442,1,1
nicotine effectively,28083,1,1
effectively make,13085,1,1
smoke absolutely,38020,1,1
absolutely repellent,470,1,1
repellent patient,35015,1,1
likely quit,23843,1,1
quit without,33253,1,1
much active,27180,1,1
active effort,867,1,1
even next,14127,1,1
morning seem,26996,1,1
seem long,36313,1,1
long anyway,24141,1,1
anyway viagra,2852,1,1
viagra like,44707,1,1
like hour,23743,1,1
anyone need,2803,1,1
need effect,27701,1,1
concentrate task,7713,1,1
able track,415,1,1
track work,42955,1,1
work vyvanse,46418,1,1
vyvanse jump,44897,1,1
jump task,22210,1,1
task task,41332,1,1
without complete,46019,1,1
complete one,7537,1,1
one prior,29243,1,1
takink,41260,1,1
telmisartan,41461,1,1
pressure since,32079,1,1
since takink,37227,1,1
takink telmisartan,41261,1,1
telmisartan blood,41462,1,1
normal could,28374,1,1
could regular,8629,1,1
activity include,908,1,1
include sport,20934,1,1
burn acid,5735,1,1
difittulitis,10830,1,1
colonoscophy,7248,1,1
suppose get,40215,1,1
rid difittulitis,35524,1,1
difittulitis colonoscophy,10831,1,1
colonoscophy take,7249,1,1
drug nothing,12038,1,1
nothing benefit,28574,1,1
benefit slight,4827,1,1
slight pain,37846,1,1
low leave,24583,1,1
leave side,22926,1,1
side still,37039,1,1
still always,39219,1,1
transition,43002,1,1
consistency,8014,1,1
take stage,41193,1,1
stage pus,38886,1,1
pus fill,33042,1,1
blister swell,5160,1,1
swell ensure,40440,1,1
ensure quick,13731,1,1
quick painless,33150,1,1
painless transition,30159,1,1
transition stage,43003,1,1
stage stage,38887,1,1
stage blister,38882,1,1
blister become,5145,1,1
dry much,12179,1,1
much effect,27207,1,1
day however,9541,1,1
however blister,20029,1,1
quickly painful,33200,1,1
painful expect,30134,1,1
expect fairly,14558,1,1
fairly easy,15148,1,1
apply good,3017,1,1
good consistency,18059,1,1
consistency application,8015,1,1
willing deal,45900,1,1
deal effect,9728,1,1
drug three,12117,1,1
day discontinue,9489,1,1
infection even,21216,1,1
frame use,16845,1,1
ability cope,276,1,1
drug block,11898,1,1
block receptor,5190,1,1
receptor nicotine,33846,1,1
craving extremely,8847,1,1
extremely diminish,14854,1,1
diminish dosage,10858,1,1
week physical,45367,1,1
physical withdrawal,31011,1,1
decrease slowly,9903,1,1
mood effective,26876,1,1
effective obsessive,13017,1,1
thinking fear,42015,1,1
fear stop,15392,1,1
stop depression,39473,1,1
anxiety regain,2715,1,1
regain appetite,34405,1,1
pn,31363,1,1
disruption pn,11164,1,1
pn unknown,31364,1,1
unknown cause,43972,1,1
cause diabetes,6201,1,1
diabetes also,10549,1,1
also suffer,2114,1,1
depression chronic,10229,1,1
pain cymbalta,29893,1,1
cymbalta begin,9185,1,1
symptom almost,40558,1,1
sometimes well,38359,1,1
well sometimes,45682,1,1
sometimes bad,38320,1,1
drug combination,11910,1,1
combination others,7302,1,1
others see,29550,1,1
see well,36246,1,1
well consistent,45552,1,1
consistent exercise,8021,1,1
20,65,1,1
procecia,32482,1,1
introduction,21820,1,1
reduction alopecia,34245,1,1
alopecia progression,1858,1,1
progression begin,32662,1,1
begin age,4468,1,1
age alopecia,1322,1,1
alopecia agressive,1856,1,1
agressive 20,1441,1,1
20 procecia,66,1,1
procecia introduction,32483,1,1
introduction since,21821,1,1
since condition,37182,1,1
condition slow,7825,1,1
slow although,37892,1,1
although stop,2210,1,1
chew,6562,1,1
pressure blood,32016,1,1
pressure monitor,32054,1,1
monitor physician,26673,1,1
physician patient,31032,1,1
patient far,30486,1,1
far benicar,15227,1,1
benicar show,4873,1,1
show beneficial,36950,1,1
beneficial previous,4657,1,1
medicine patient,25723,1,1
patient last,30499,1,1
last seven,22693,1,1
since pill,37215,1,1
pill considerably,31097,1,1
considerably large,7982,1,1
large previous,22626,1,1
medicine chew,25686,1,1
chew pill,6563,1,1
worker,46434,1,1
include improve,20910,1,1
improve attention,20673,1,1
task improvement,41324,1,1
improvement work,20822,1,1
work quality,46370,1,1
quality quantity,33120,1,1
quantity impulsivity,33126,1,1
impulsivity greatly,20835,1,1
reduce result,34161,1,1
result calmer,35255,1,1
calmer productive,5890,1,1
day social,9656,1,1
relationship co,34567,1,1
co worker,7140,1,1
worker others,46435,1,1
others markedly,29546,1,1
improve social,20744,1,1
relationship extended,34568,1,1
extended family,14789,1,1
member also,25779,1,1
improve result,20733,1,1
result marked,35294,1,1
improvement self,20805,1,1
esteem confidence,13965,1,1
confidence level,7852,1,1
lexapro prove,23411,1,1
antidepressant entirely,2578,1,1
entirely lack,13764,1,1
lack sexual,22561,1,1
fequently,15841,1,1
level loss,23322,1,1
hair slow,18598,1,1
slow memory,37904,1,1
memory depression,25789,1,1
body temp,5317,1,1
temp increase,41467,1,1
level improve,23315,1,1
improve drastically,20690,1,1
drastically could,11713,1,1
could finally,8586,1,1
get though,17602,1,1
without nap,46081,1,1
nap fequently,27458,1,1
fequently nap,15842,1,1
nap least,27462,1,1
least min,22879,1,1
min brain,26278,1,1
lift muscle,23616,1,1
pain deminished,29898,1,1
deminished skin,10074,1,1
longed,24210,1,1
lightly,23664,1,1
5htp,169,1,1
pro longed,32332,1,1
longed sleep,24211,1,1
deprivation problem,10388,1,1
problem fatigued,32410,1,1
fatigued emotionally,15363,1,1
emotionally drain,13415,1,1
drain try,11672,1,1
try tylenol,43540,1,1
tylenol pm,43718,1,1
pm read,31357,1,1
read negative,33580,1,1
negative effect,27797,1,1
liver take,24096,1,1
tylenol frequently,43715,1,1
frequently discontinue,16955,1,1
use finally,44258,1,1
doctor see,11343,1,1
see might,36220,1,1
might suggest,26103,1,1
suggest consultation,40096,1,1
consultation prescribe,8088,1,1
ambien try,2298,1,1
try discover,43467,1,1
discover would,11071,1,1
deeply vivid,9969,1,1
vivid nightmare,44835,1,1
nightmare would,28223,1,1
later every,22734,1,1
night though,28193,1,1
though able,42061,1,1
sleep lightly,37691,1,1
lightly month,23665,1,1
give end,17680,1,1
take 5htp,40893,1,1
5htp awhile,170,1,1
awhile melatonin,3835,1,1
melatonin sleep,25768,1,1
hamper,18670,1,1
dose convenient,11520,1,1
convenient split,8381,1,1
split dos,38689,1,1
dos previous,11431,1,1
previous medication,32233,1,1
medication gradual,25528,1,1
gradual release,18241,1,1
certainly reduce,6359,1,1
reduce stomach,34180,1,1
stomach bowel,39378,1,1
bowel problem,5434,1,1
problem frequency,32414,1,1
frequency urgency,16935,1,1
urgency bowel,44137,1,1
movement hamper,27138,1,1
hamper activity,18671,1,1
activity beneficial,891,1,1
beneficial health,4653,1,1
health hiking,19077,1,1
